MAG13_MS100_SN338 X,MAG13_MS100_SN338 Y,MAG13_MS100_SN338 Z,MAG13_MS100_SN596 X,MAG13_MS100_SN596 Y,MAG13_MS100_SN596 Z,MAG13_MS100_SN597 X,MAG13_MS100_SN597 Y,MAG13_MS100_SN597 Z,MAG13_MSL100_SN773 X,MAG13_MSL100_SN773 Y,MAG13_MSL100_SN773 Z,MAG13_MSL100_SN594 X,MAG13_MSL100_SN594 Y,MAG13_MSL100_SN594 Z,MAG13_MSL100_SN777 X,MAG13_MSL100_SN777 Y,MAG13_MSL100_SN777 Z,MAG13_MS70_SN339 X,MAG13_MS70_SN339 Y,MAG13_MS70_SN339 Z
-467.272E-9,-516.816E-9,18.552E-9,-582.652E-9,-536.046E-9,34.978E-9,-776.420E-9,-581.316E-9,162.777E-9,-925.853E-9,-530.704E-9,205.510E-9,-1.366E-6,-495.716E-9,440.276E-9,-2.297E-6,-354.162E-9,766.117E-9,-6.291E-6,1.331E-6,2.488E-6
-466.604E-9,-516.682E-9,18.752E-9,-581.583E-9,-535.912E-9,37.381E-9,-777.889E-9,-581.383E-9,162.777E-9,-925.920E-9,-529.302E-9,206.044E-9,-1.364E-6,-495.649E-9,439.608E-9,-2.296E-6,-354.630E-9,766.517E-9,-6.289E-6,1.332E-6,2.491E-6
-467.672E-9,-516.415E-9,19.086E-9,-580.916E-9,-536.046E-9,36.446E-9,-776.287E-9,-582.384E-9,163.444E-9,-925.452E-9,-530.837E-9,204.842E-9,-1.363E-6,-496.384E-9,438.807E-9,-2.297E-6,-354.429E-9,766.785E-9,-6.288E-6,1.332E-6,2.491E-6
-467.405E-9,-515.280E-9,20.154E-9,-581.984E-9,-535.712E-9,37.381E-9,-775.686E-9,-581.784E-9,163.177E-9,-925.319E-9,-530.904E-9,204.842E-9,-1.363E-6,-495.850E-9,440.009E-9,-2.296E-6,-353.628E-9,766.918E-9,-6.287E-6,1.333E-6,2.493E-6
-467.539E-9,-516.549E-9,18.685E-9,-579.447E-9,-535.111E-9,36.847E-9,-775.085E-9,-582.117E-9,164.246E-9,-925.052E-9,-529.903E-9,205.510E-9,-1.362E-6,-495.315E-9,439.474E-9,-2.296E-6,-353.494E-9,766.384E-9,-6.286E-6,1.334E-6,2.494E-6
-467.405E-9,-518.685E-9,19.353E-9,-579.780E-9,-535.912E-9,37.582E-9,-774.884E-9,-582.384E-9,164.379E-9,-925.319E-9,-532.106E-9,205.243E-9,-1.363E-6,-496.050E-9,438.406E-9,-2.296E-6,-354.029E-9,766.117E-9,-6.286E-6,1.335E-6,2.495E-6
-466.604E-9,-516.014E-9,20.422E-9,-579.981E-9,-534.844E-9,37.648E-9,-774.951E-9,-580.782E-9,166.115E-9,-927.188E-9,-532.039E-9,205.510E-9,-1.360E-6,-496.250E-9,438.807E-9,-2.296E-6,-354.429E-9,766.384E-9,-6.285E-6,1.335E-6,2.496E-6
-467.405E-9,-518.285E-9,20.555E-9,-579.981E-9,-532.907E-9,37.782E-9,-774.884E-9,-582.384E-9,164.980E-9,-926.120E-9,-530.904E-9,206.244E-9,-1.362E-6,-494.848E-9,438.006E-9,-2.296E-6,-354.429E-9,766.718E-9,-6.284E-6,1.336E-6,2.496E-6
-468.073E-9,-516.816E-9,20.288E-9,-579.179E-9,-532.039E-9,38.316E-9,-774.150E-9,-581.183E-9,164.379E-9,-925.853E-9,-530.971E-9,204.709E-9,-1.362E-6,-496.517E-9,437.471E-9,-2.296E-6,-354.963E-9,767.185E-9,-6.284E-6,1.337E-6,2.497E-6
-467.205E-9,-519.486E-9,19.553E-9,-577.176E-9,-532.106E-9,39.985E-9,-774.684E-9,-581.583E-9,164.579E-9,-923.917E-9,-531.305E-9,206.244E-9,-1.361E-6,-495.649E-9,437.004E-9,-2.295E-6,-354.229E-9,766.718E-9,-6.282E-6,1.338E-6,2.498E-6
-468.340E-9,-518.552E-9,20.154E-9,-579.714E-9,-530.837E-9,40.319E-9,-774.150E-9,-581.717E-9,164.646E-9,-924.651E-9,-531.906E-9,204.842E-9,-1.360E-6,-495.583E-9,438.006E-9,-2.296E-6,-354.696E-9,767.185E-9,-6.281E-6,1.338E-6,2.498E-6
-467.405E-9,-516.081E-9,20.956E-9,-578.178E-9,-529.502E-9,39.384E-9,-774.284E-9,-581.183E-9,164.179E-9,-926.120E-9,-531.906E-9,206.044E-9,-1.360E-6,-495.850E-9,437.004E-9,-2.296E-6,-354.229E-9,767.319E-9,-6.280E-6,1.340E-6,2.500E-6
-469.275E-9,-518.018E-9,19.754E-9,-577.310E-9,-529.502E-9,39.785E-9,-774.150E-9,-580.381E-9,164.780E-9,-924.918E-9,-531.906E-9,206.044E-9,-1.361E-6,-495.048E-9,436.537E-9,-2.295E-6,-354.429E-9,766.918E-9,-6.279E-6,1.340E-6,2.500E-6
-470.210E-9,-518.285E-9,20.154E-9,-577.577E-9,-529.903E-9,38.783E-9,-773.883E-9,-580.381E-9,165.581E-9,-924.317E-9,-532.306E-9,206.845E-9,-1.360E-6,-495.649E-9,439.207E-9,-2.295E-6,-354.429E-9,767.319E-9,-6.279E-6,1.340E-6,2.500E-6
-468.340E-9,-518.952E-9,20.288E-9,-577.176E-9,-529.369E-9,41.388E-9,-774.551E-9,-581.183E-9,164.780E-9,-923.850E-9,-531.772E-9,206.311E-9,-1.361E-6,-496.384E-9,438.807E-9,-2.295E-6,-354.563E-9,766.517E-9,-6.279E-6,1.340E-6,2.501E-6
