MAG13_MS100_SN338 X,MAG13_MS100_SN338 Y,MAG13_MS100_SN338 Z,MAG13_MS100_SN596 X,MAG13_MS100_SN596 Y,MAG13_MS100_SN596 Z,MAG13_MS100_SN597 X,MAG13_MS100_SN597 Y,MAG13_MS100_SN597 Z,MAG13_MSL100_SN773 X,MAG13_MSL100_SN773 Y,MAG13_MSL100_SN773 Z,MAG13_MSL100_SN594 X,MAG13_MSL100_SN594 Y,MAG13_MSL100_SN594 Z,MAG13_MSL100_SN777 X,MAG13_MSL100_SN777 Y,MAG13_MSL100_SN777 Z,MAG13_MS70_SN339 X,MAG13_MS70_SN339 Y,MAG13_MS70_SN339 Z
-559.148E-9,-541.254E-9,79.714E-9,-641.677E-9,-528.968E-9,100.012E-9,-820.489E-9,-567.027E-9,205.643E-9,-954.698E-9,-530.303E-9,248.777E-9,-1.366E-6,-491.977E-9,465.114E-9,-2.289E-6,-350.156E-9,786.549E-9,-6.251E-6,1.341E-6,2.516E-6
-560.350E-9,-541.120E-9,79.046E-9,-639.674E-9,-528.701E-9,100.880E-9,-821.157E-9,-564.957E-9,205.643E-9,-952.361E-9,-529.903E-9,249.312E-9,-1.365E-6,-491.843E-9,467.251E-9,-2.288E-6,-348.420E-9,787.350E-9,-6.250E-6,1.341E-6,2.517E-6
-561.018E-9,-540.586E-9,78.779E-9,-639.807E-9,-528.701E-9,101.748E-9,-821.157E-9,-567.161E-9,204.575E-9,-951.627E-9,-528.834E-9,249.445E-9,-1.365E-6,-491.977E-9,465.782E-9,-2.289E-6,-349.355E-9,786.949E-9,-6.249E-6,1.342E-6,2.518E-6
-561.953E-9,-542.122E-9,79.847E-9,-639.273E-9,-528.100E-9,102.282E-9,-821.757E-9,-566.760E-9,204.642E-9,-953.363E-9,-528.701E-9,248.911E-9,-1.364E-6,-492.444E-9,466.250E-9,-2.288E-6,-349.622E-9,786.949E-9,-6.249E-6,1.342E-6,2.518E-6
-562.086E-9,-541.387E-9,79.447E-9,-638.472E-9,-527.766E-9,102.416E-9,-821.557E-9,-566.092E-9,205.109E-9,-954.832E-9,-529.235E-9,248.911E-9,-1.364E-6,-492.511E-9,467.385E-9,-2.289E-6,-349.889E-9,786.682E-9,-6.249E-6,1.342E-6,2.518E-6
-560.550E-9,-541.521E-9,78.846E-9,-639.874E-9,-526.898E-9,101.882E-9,-821.958E-9,-565.558E-9,204.442E-9,-954.765E-9,-529.903E-9,248.510E-9,-1.363E-6,-492.244E-9,466.850E-9,-2.288E-6,-350.022E-9,787.350E-9,-6.248E-6,1.342E-6,2.518E-6
-563.288E-9,-542.189E-9,79.180E-9,-638.873E-9,-527.900E-9,101.882E-9,-821.691E-9,-565.692E-9,204.308E-9,-953.496E-9,-529.235E-9,248.777E-9,-1.364E-6,-492.912E-9,466.583E-9,-2.288E-6,-349.355E-9,786.549E-9,-6.248E-6,1.343E-6,2.519E-6
-563.555E-9,-541.120E-9,79.046E-9,-639.073E-9,-527.499E-9,102.082E-9,-821.557E-9,-563.956E-9,203.440E-9,-953.363E-9,-529.903E-9,248.711E-9,-1.364E-6,-492.444E-9,466.850E-9,-2.288E-6,-349.822E-9,786.348E-9,-6.247E-6,1.343E-6,2.519E-6
-561.418E-9,-542.189E-9,78.646E-9,-639.140E-9,-526.698E-9,101.348E-9,-820.355E-9,-563.689E-9,204.442E-9,-953.363E-9,-529.636E-9,249.445E-9,-1.363E-6,-492.912E-9,466.049E-9,-2.288E-6,-349.088E-9,786.415E-9,-6.247E-6,1.343E-6,2.519E-6
-563.755E-9,-541.921E-9,78.646E-9,-638.873E-9,-527.900E-9,103.885E-9,-822.358E-9,-563.155E-9,204.442E-9,-952.762E-9,-529.502E-9,248.510E-9,-1.363E-6,-491.843E-9,466.650E-9,-2.288E-6,-350.623E-9,786.348E-9,-6.246E-6,1.344E-6,2.520E-6
-563.689E-9,-542.322E-9,78.245E-9,-639.674E-9,-526.831E-9,103.751E-9,-822.358E-9,-562.887E-9,203.507E-9,-954.965E-9,-530.437E-9,249.044E-9,-1.363E-6,-493.179E-9,466.316E-9,-2.288E-6,-349.889E-9,786.682E-9,-6.247E-6,1.344E-6,2.520E-6
-564.356E-9,-542.723E-9,79.046E-9,-639.674E-9,-527.098E-9,104.486E-9,-821.157E-9,-563.155E-9,203.640E-9,-952.361E-9,-530.103E-9,248.711E-9,-1.363E-6,-494.047E-9,466.850E-9,-2.288E-6,-350.423E-9,787.350E-9,-6.246E-6,1.344E-6,2.521E-6
-565.024E-9,-542.456E-9,78.378E-9,-639.407E-9,-525.763E-9,104.286E-9,-821.691E-9,-561.819E-9,204.442E-9,-951.627E-9,-529.636E-9,249.044E-9,-1.363E-6,-492.778E-9,467.251E-9,-2.288E-6,-349.488E-9,786.949E-9,-6.246E-6,1.344E-6,2.520E-6
-566.360E-9,-542.122E-9,78.646E-9,-640.074E-9,-527.900E-9,105.087E-9,-822.759E-9,-561.552E-9,202.839E-9,-953.763E-9,-529.903E-9,249.512E-9,-1.363E-6,-492.845E-9,466.650E-9,-2.288E-6,-350.423E-9,786.749E-9,-6.246E-6,1.344E-6,2.521E-6
-563.956E-9,-541.254E-9,77.711E-9,-639.006E-9,-525.362E-9,104.820E-9,-821.023E-9,-562.887E-9,203.774E-9,-954.164E-9,-530.570E-9,248.510E-9,-1.364E-6,-493.847E-9,467.385E-9,-2.289E-6,-349.889E-9,786.014E-9,-6.246E-6,1.344E-6,2.521E-6
-565.158E-9,-542.723E-9,78.646E-9,-640.074E-9,-526.097E-9,105.087E-9,-821.757E-9,-561.552E-9,203.039E-9,-955.766E-9,-530.303E-9,249.712E-9,-1.362E-6,-493.646E-9,467.251E-9,-2.288E-6,-350.423E-9,785.948E-9,-6.245E-6,1.344E-6,2.522E-6
-565.825E-9,-542.856E-9,79.714E-9,-639.006E-9,-524.828E-9,105.888E-9,-821.424E-9,-562.086E-9,202.171E-9,-953.095E-9,-530.704E-9,249.044E-9,-1.363E-6,-493.312E-9,466.717E-9,-2.288E-6,-350.289E-9,786.682E-9,-6.245E-6,1.345E-6,2.522E-6
-566.360E-9,-542.322E-9,79.447E-9,-638.873E-9,-523.493E-9,105.688E-9,-820.355E-9,-561.752E-9,203.640E-9,-953.763E-9,-529.502E-9,250.113E-9,-1.363E-6,-493.847E-9,466.850E-9,-2.288E-6,-349.221E-9,787.751E-9,-6.245E-6,1.344E-6,2.522E-6
-564.490E-9,-541.654E-9,78.913E-9,-640.074E-9,-523.359E-9,106.689E-9,-820.489E-9,-562.220E-9,202.706E-9,-955.099E-9,-530.170E-9,250.380E-9,-1.362E-6,-493.312E-9,466.984E-9,-2.289E-6,-350.423E-9,787.350E-9,-6.245E-6,1.345E-6,2.522E-6
-567.361E-9,-541.721E-9,79.247E-9,-640.675E-9,-522.892E-9,106.489E-9,-820.756E-9,-562.353E-9,203.039E-9,-954.564E-9,-529.302E-9,249.312E-9,-1.363E-6,-494.648E-9,468.253E-9,-2.289E-6,-350.223E-9,786.749E-9,-6.245E-6,1.345E-6,2.522E-6
-567.161E-9,-542.990E-9,78.779E-9,-639.807E-9,-522.424E-9,106.956E-9,-820.622E-9,-562.620E-9,203.640E-9,-954.297E-9,-530.170E-9,249.312E-9,-1.363E-6,-493.179E-9,469.121E-9,-2.288E-6,-350.022E-9,787.216E-9,-6.245E-6,1.346E-6,2.523E-6
